"AY","semester","emplid_ID","GPA","CREDITS","DEGREE","zip_code","birth_year","birth_sex","gender_id","sexual_oriental","enrollment_status","Major","gpa_by_student","college_year","ethnicity","other_home_language","transfer","international_student","relationship_status","annual_household_income","personal_weekly_income","future_personal_annual_income","college_salary_greater","age"
2024,"Spring",24164421,3.05,109,"BS",10472,2003,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.3,"3rd year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","60%-80%",23
2024,"Spring",24165838,2.132,61,"BS",10462,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Business",1.6,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","0%-20%",22
2024,"Spring",24165920,2.772,99,"BA",11230,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.6,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","20%-40%",25
2024,"Spring",24167922,3.327,122,"BA",10456,2003,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.3,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","40%-60%",23
2024,"Spring",24169031,2.345,108,"BA",11373,2004,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Psychology",2.6,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",22
2024,"Spring",24171577,3.908,130,"BA/MA",10033,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.88,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","$100,000 to $150,000","20%-40%",22
2024,"Spring",24172138,2.708,44,"BA",10031,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Management And Administration",3,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$100,000 to $150,000","$201-$400","$100,000 to $150,000","60%-80%",22
2024,"Spring",24172651,3.806,130,"BA/MA",10473,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.75,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",23
2024,"Spring",24172707,2.562,117,"BA",11580,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Childhood Education",2,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","60%-80%",23
2024,"Spring",24177677,3.809,130,"BA/MA",10467,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology/ Casac Route",3.8,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",23
2024,"Spring",24177950,2.256,106,"BA",10550,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Art",2.8,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","40%-60%",24
2024,"Spring",24180078,3.774,115,"BA/MA",11385,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.7,"3rd year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","20%-40%",23
2024,"Spring",24181888,3.271,100,"BA",10460,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.6,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",24
2024,"Spring",24181965,2.798,96,"BA",10460,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single",NA,"Currently Unemployed","Greater than $300,000","60%-80%",24
2024,"Spring",24184079,3.536,120,"BA",10462,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single","$60,000 to $99,999","Currently Unemployed","$100,000 to $150,000","20%-40%",24
2024,"Spring",24184730,3.846,121,"BA",10040,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: History And Jewish Studies",3.8,"3rd year undergraduate","White or Caucasian","No","No","No","Single","$100,000 to $150,000","$200 or less","$150,001 to $299,999","40%-60%",22
2024,"Spring",24185849,2.897,83,"BA",11553,2003,"Male","Male","Bisexual","Full-time (12 credits or more)","Declared: Economics",2.9,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$100,000 to $150,000","$200 or less","$60,000 to $99,999","40%-60%",23
2024,"Spring",24187800,2.773,147,"BA",10039,2003,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Earth Science",2.46,"3rd year undergraduate","Asian","Yes","No","No","Single","$100,000 to $150,000","$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",24190506,3.403,120,"BA",11720,2003,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",24190528,3.224,119,"BSED",11226,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.1,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$401-$600","$60,000 to $99,999","40%-60%",23
2024,"Spring",24190789,2.715,134,"BS",10031,2003,"Female","Non-binary","Queer","Full-time (12 credits or more)","Declared: Biomedical Sciences",2.6,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","Greater than $300,000","Currently Unemployed","Greater than $300,000","60%-80%",23
2024,"Spring",24192963,2.241,121,"BA",11434,2003,"Male","Male","Bisexual","Full-time (12 credits or more)","Declared: Theater",3,"3rd year undergraduate","Black or African American","No","No","No","Single",NA,"$201-$400","Less than 60,000","20%-40%",23
2024,"Spring",24193446,2.907,105,"BSED",10458,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Childhood Education",3.08,"3rd year undergraduate","White or Caucasian","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",24
2024,"Spring",24195835,2.583,120,"BA",11209,2003,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",2.5,"3rd year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","0%-20%",23
2024,"Spring",24195841,3.33,125,"BA",10473,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.78,"3rd year undergraduate","Some other race, ethnicity or origin","Yes","No","No","Single",NA,"$200 or less","Greater than $300,000","60%-80%",23
2024,"Spring",24197548,3.276,120,"BS",11208,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.063,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",23
2024,"Spring",24198814,3.572,131,"BS",10473,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3.6,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$200 or less","Less than 60,000","20%-40%",23
2024,"Spring",24199104,2.582,118,"BA",11385,2003,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.01,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Dating/In A Relationship",NA,"$601-$800","$150,001 to $299,999","60%-80%",23
2024,"Spring",24203891,3.503,52,"BA",10040,2005,"Female","Female","Bisexual","Not a College student","Undeclared: Early College Iniative",3.8,"Non-degree seeking","White or Caucasian","Yes","No","No","Dating/In A Relationship",NA,"$200 or less","$100,000 to $150,000","20%-40%",21
2024,"Spring",24204144,3.838,121,"BA",11372,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.8,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",24206442,2.847,116,"BA",11421,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",1.9,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","80%-100%",23
2024,"Spring",24206447,3.346,126,"BA/MA",11233,2003,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Applying For The Psychology Ba/Ma",3.8,"3rd year undergraduate","Multiracial","No","Yes","No","Single",NA,"$401-$600","$100,000 to $150,000","40%-60%",23
2024,"Spring",24206724,3.151,121,"BA",10451,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.713,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$201-$400","$100,000 to $150,000","0%-20%",23
2024,"Spring",24211957,3.89,120,"BA",10452,2003,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.8,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single","$100,000 to $150,000","$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",24212435,3.75,120,"BA",11214,2001,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Biology",3.8,"3rd year undergraduate","White or Caucasian","Yes","Yes","No","Single",NA,"$401-$600","$60,000 to $99,999","40%-60%",25
2024,"Spring",24214990,2.25,78,"BA",10475,2003,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Political Science",2.4,"2nd year undergraduate","Black or African American","Yes","No","No","Single","$60,000 to $99,999","$201-$400","Greater than $300,000","20%-40%",23
2024,"Spring",24219923,3.485,135,"BA/MA",11105,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",22
2024,"Spring",24220575,3.272,121,"BA",11373,2004,"Male","Male","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Economics",2,"2nd year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$100,000 to $150,000","40%-60%",22
2024,"Spring",24221670,0.25,3,"BA",11435,2003,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Psychology",0,"1st year undergraduate","Asian","Yes","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","40%-60%",23
2024,"Spring",24222336,3.535,114,"BS",10031,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"2nd year undergraduate","Black or African American","No","No","No","Single","$60,000 to $99,999","$200 or less","$100,000 to $150,000","60%-80%",21
2024,"Spring",24229148,3.574,102,"BA",10463,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Psychology",0,"2nd year undergraduate","Asian","Yes","Yes","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","40%-60%",22
2024,"Spring",24236462,3.136,97,"BARCH",11001,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Architecture",3.5,"1st year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","40%-60%",21
2024,"Spring",24243440,3.635,111,"BS",11355,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.7,"1st year undergraduate","White or Caucasian","Yes","Yes","No","Single",NA,"$200 or less","$100,000 to $150,000","60%-80%",22
2024,"Spring",24246043,3.488,51,"BA",11234,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: English",4,"1st year undergraduate","White or Caucasian","Yes","No","No","Single","$100,000 to $150,000","$200 or less","$60,000 to $99,999","20%-40%",21
2024,"Spring",24247760,3.2,100,"BS",11224,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",4,"1st year undergraduate","Some other race, ethnicity or origin","Yes","No","No","Single","Greater than $300,000","$401-$600","Greater than $300,000","60%-80%",21
2024,"Spring",24251712,3.369,51,"BS",11105,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Psychology",3.2,"1st year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","60%-80%",21
2024,"Spring",24254148,3.068,126,"BA",10466,2003,"Female","Non-binary","Asexual","Full-time (12 credits or more)","Declared: Psychology",2.8,"2nd year undergraduate","Multiracial","No","No","No","Single",NA,"Currently Unemployed","$100,000 to $150,000","40%-60%",23
2024,"Spring",24264044,3.6,30,"BE",10472,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",3.7,"1st year undergraduate","Asian","Yes","No","No","Single",NA,"Currently Unemployed","$100,000 to $150,000","60%-80%",21
2024,"Spring",24265336,4,143,"BA/MA",10035,1967,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",4,"Graduate","Asian","Yes","No","Yes","Single",NA,"$201-$400","$60,000 to $99,999","40%-60%",59
2024,"Spring",24266217,2.633,68,"BA",10473,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.677,"1st year undergraduate","Black or African American","Yes","Yes","No","Single",NA,"Currently Unemployed","Less than 60,000","20%-40%",21
2024,"Spring",24266743,3.248,100,"BS",10033,1994,"Female","Non-binary","Bisexual","Full-time (12 credits or more)","Declared: Biology",3.5,"2nd year undergraduate","White or Caucasian","No","Yes","No","Single",NA,"$201-$400","$100,000 to $150,000","20%-40%",32
2024,"Spring",24266856,3.794,116,"BA",10462,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.86,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","No","Yes","Yes","Single","$60,000 to $99,999","$200 or less","$100,000 to $150,000","40%-60%",22
2024,"Spring",24271217,3.783,120,"BA",10312,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.88,"2nd year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","20%-40%",23
2024,"Spring",24271463,3.651,111,"BA/MA",10456,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.7,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","$100,000 to $150,000","20%-40%",22
2024,"Spring",24273264,3.867,128,"BA/MA",11209,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Casac Ba/Ma",3.92,"2nd year undergraduate","Black or African American","Yes","No","No","Domestic partnership",NA,"$200 or less","$60,000 to $99,999","40%-60%",22
2024,"Spring",24273715,2.847,125,"BS",11373,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",3.2,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$201-$400","Less than 60,000","40%-60%",22
2024,"Spring",24275502,3.961,120,"BS",11385,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.9,"1st year undergraduate","Middle Eastern or North African","Yes","No","Yes","Single",NA,"$200 or less","$100,000 to $150,000","80%-100%",21
2024,"Spring",24275553,3.526,120,"BA",10002,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Ad/Pr Or Communications",3,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","40%-60%",22
2024,"Spring",24276405,3.562,121,"BA",11416,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.3,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","$100,000 to $150,000","40%-60%",22
2024,"Spring",24277251,2.286,78,"BA",10030,2001,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Political Science",1.8,"3rd year undergraduate","Multiracial","Yes","No","No","Single",NA,"$200 or less","Greater than $300,000","40%-60%",25
2024,"Spring",24277702,3.118,87,"BSED",10031,2004,"Female","Female","Bisexual","Full-time (12 credits or more)","Undeclared: Child Education",2.9,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","Less than 60,000","40%-60%",22
2024,"Spring",24278937,3.811,98,"BA/MA",10453,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.7,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",23
2024,"Spring",24279766,2.986,121,"BS",7017,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology And Jewish Studies",2.3,"2nd year undergraduate","Multiracial","No","No","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",23
2024,"Spring",24281007,2.7,27,"BA",10463,2004,"Female","Non-binary","Bisexual","Part-time (Fewer than 12 credits)","Declared: Anthropology",1.43,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$201-$400","Less than 60,000","40%-60%",22
2024,"Spring",24281158,3.696,124,"BA",10454,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.4,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Dating/In A Relationship","$60,000 to $99,999","$201-$400","$100,000 to $150,000","40%-60%",22
2024,"Spring",24281314,3.028,50,"BE",11373,2003,"Male","Male","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Mechanical Engineer",3,"2nd year undergraduate","Asian","No","No","No","Single",NA,"$1001-$1200","$100,000 to $150,000","60%-80%",23
2024,"Spring",24282098,3.686,114,"BA",11237,2004,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Studio Art",3.8,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","20%-40%",22
2024,"Spring",24283581,2.871,119,"BA",10453,2000,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Economic",2.3,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",26
2024,"Spring",24285071,3.116,117,"BA",10454,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Economics",3.3,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","20%-40%",22
2024,"Spring",24285294,3.141,60,"BA",10456,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Health Science/Psychology",3.1,"2nd year undergraduate","Black or African American","Yes","No","No","Single",NA,"$201-$400","$100,000 to $150,000","40%-60%",22
2024,"Spring",24286544,3.652,118,"BA",11221,2004,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Pyschology",3.4,"2nd year undergraduate","Black or African American","No","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",22
2024,"Spring",24286973,2.908,82,"BA",10027,2004,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Psychology",2.8,"2nd year undergraduate","White or Caucasian","No","No","No","Single","$150,001 to $299,999","Currently Unemployed","$60,000 to $99,999","40%-60%",22
2024,"Spring",24288804,1.67,24,"BA",10033,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",4,"2nd year undergraduate","Multiracial","Yes","No","No","Married",NA,"$200 or less","Greater than $300,000","0%-20%",22
2024,"Spring",24291559,3.349,120,"BA",10021,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",3.2,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$100,000 to $150,000","40%-60%",22
2024,"Spring",24292149,2.971,107,"BA",10039,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.1,"2nd year undergraduate","Black or African American","No","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","20%-40%",22
2024,"Spring",24292381,2.039,92,"BA",11218,2005,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Economics",2.475,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","0%-20%",21
2024,"Spring",24295335,2.519,86,"BA",10460,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.83,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Dating/In A Relationship",NA,"$201-$400","Less than 60,000","80%-100%",23
2024,"Spring",24295783,3.068,62,"BE",11434,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",2.565,"2nd year undergraduate","Black or African American","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$100,000 to $150,000","40%-60%",22
2024,"Spring",24298202,3.324,97,"BA",10029,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Architecture",3.1,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single","$60,000 to $99,999","$201-$400","$60,000 to $99,999","20%-40%",22
2024,"Spring",24298822,3.455,148,"BS",11208,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",3.4,"2nd year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","40%-60%",22
2024,"Spring",24298919,3.748,124,"BA",10456,2004,"Others/Unknown","Non-binary","Queer","Full-time (12 credits or more)","Declared: Philosophy & Sociology",3.9,"2nd year undergraduate","Black or African American","Yes","No","No","Single",NA,"$401-$600","Less than 60,000","20%-40%",22
2024,"Spring",24299450,2.965,104,"BA",10029,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Communications",3.2,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","20%-40%",22
2024,"Spring",24300077,3.788,124,"BA",11375,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Business Administration",3.76,"2nd year undergraduate","White or Caucasian","Yes","No","No","Single","$100,000 to $150,000","$401-$600","$100,000 to $150,000","0%-20%",22
2024,"Spring",24300915,3.278,73,"BA",11358,2005,"Male","Male","Asexual","Full-time (12 credits or more)","Undeclared: Engineering",3.94,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single","$150,001 to $299,999","$201-$400","$100,000 to $150,000","20%-40%",21
2024,"Spring",24301517,3.702,98,"BA/MA",11208,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.602,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","0%-20%",25
2024,"Spring",24302939,3.06,15,"BA",10451,2004,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Math",0,"1st year undergraduate","Black or African American","No","No","No","Single",NA,"$200 or less","Less than 60,000","60%-80%",22
2024,"Spring",24303494,3.487,71,"BFA",10025,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Film",3.4,"2nd year undergraduate","Black or African American","No","No","No","Dating/In A Relationship",NA,"$401-$600","Less than 60,000","20%-40%",22
2024,"Spring",24305488,2.433,79,"BA",10034,2003,"Male","Male","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Psychology Major",1.88,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","60%-80%",23
2024,"Spring",24306891,2.623,48,"BA",11216,2004,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: English",1.9,"1st year undergraduate","Black or African American","No","No","No","Single",NA,"$201-$400","$100,000 to $150,000","40%-60%",22
2024,"Spring",24307886,3.925,24,"BE",10002,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Engineering",0,"1st year undergraduate","Asian","No","Yes","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",21
2024,"Spring",24308217,3.903,143,"BS",10031,2003,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Cuny Ba- Social Epidemiology And Neuroscience",3.86,"2nd year undergraduate","White or Caucasian","Yes","No","No","Domestic partnership","$100,000 to $150,000","$801-$1000","$150,001 to $299,999","0%-20%",23
2024,"Spring",24311671,1,6,"BS",10468,2004,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",0,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","Less than 60,000","60%-80%",22
2024,"Spring",24312944,3.47,90,"BA",10452,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Film & Jewish Studies",3.5,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","$100,000 to $150,000","20%-40%",22
2024,"Spring",24315296,3.915,116,"BA/MA",11365,2004,"Female","Transgender","Uncertain/Questioning","Part-time (Fewer than 12 credits)","Declared: Psychology",3.8,"2nd year undergraduate","Asian","Yes","No","No","Single","$150,001 to $299,999","Currently Unemployed","$150,001 to $299,999","40%-60%",22
2024,"Spring",24316215,3.176,111,"BA",10469,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.9,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$201-$400","$100,000 to $150,000","40%-60%",22
2024,"Spring",24316982,2.25,9,"BA",10002,2004,"Male","Male","Bisexual","Part-time (Fewer than 12 credits)","Declared: Psychology",0,"2nd year undergraduate","Middle Eastern or North African","Yes","No","No","Domestic partnership","$60,000 to $99,999","$200 or less","Greater than $300,000","60%-80%",22
2024,"Spring",24317597,3.566,104,"BA",10456,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.33,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","20%-40%",21
2024,"Spring",24323049,2.069,42,"BA",11385,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Business And Administration",3,"1st year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"$201-$400","$100,000 to $150,000","20%-40%",22
