"AY","semester","emplid_ID","GPA","CREDITS","DEGREE","zip_code","birth_year","birth_sex","gender_id","sexual_oriental","enrollment_status","Major","gpa_by_student","college_year","ethnicity","other_home_language","transfer","international_student","relationship_status","annual_household_income","personal_weekly_income","future_personal_annual_income","college_salary_greater","age"
2024,"Fall",24549338,4,55,"BBA",10462,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",3.7,"1st year undergraduate","White or Caucasian","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",20
2024,"Fall",24549699,3.537,51,"BS",10456,2006,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Biology",3,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",20
2024,"Fall",24550481,3.342,43,"BE",10451,2005,"Male","Male","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Architecture",2.9,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Dating/In A Relationship",NA,"$200 or less","Greater than $300,000","20%-40%",21
2024,"Fall",24550553,2.333,15,"BA",10460,2004,"Female","Female","Bisexual","Part-time (Fewer than 12 credits)","Declared: Psychology",0,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","Yes","Single",NA,"$200 or less","Less than 60,000","80%-100%",22
2024,"Fall",24550867,3.422,61,"BA",11231,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Domestic partnership",NA,"$401-$600","$100,000 to $150,000","60%-80%",20
2024,"Fall",24551041,3.477,65,"BA",11220,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.7,"1st year undergraduate","Middle Eastern or North African","Yes","No","No","Single","$60,000 to $99,999","$201-$400","$100,000 to $150,000","40%-60%",20
2024,"Fall",24552966,3.185,49,"BS",11368,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",0,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$100,000 to $150,000","$601-$800","Greater than $300,000","60%-80%",20
2024,"Fall",24553273,2.366,59,"BE",10466,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Civil Engineering",3.2,"1st year undergraduate","Black or African American","No","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",20
2024,"Fall",24553700,3.833,18,"BA",11420,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"1st year undergraduate","Some other race, ethnicity or origin","No","No","No","Dating/In A Relationship","$60,000 to $99,999","$401-$600","$100,000 to $150,000","60%-80%",20
2024,"Fall",24554083,3.61,30,"BA",10462,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",0,"1st year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$201-$400","$60,000 to $99,999","40%-60%",20
2024,"Fall",24556270,3.037,42,"BA",10027,2006,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psyhchlogy",3.5,"1st year undergraduate","Black or African American","No","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",20
2024,"Fall",24558267,3.822,40,"BE",10453,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",3,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","Currently Unemployed","$60,000 to $99,999","20%-40%",20
2024,"Fall",24561549,3.45,56,"BA",11385,2006,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Undeclared: Psychology Or Business",3.2,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","60%-80%",20
2024,"Fall",24564409,3.075,60,"BE",10029,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Electrical Engineering",1.7,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",20
2024,"Fall",24567190,3.9,82,"BS",7024,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",0,"1st year undergraduate","Middle Eastern or North African","Yes","No","No","Single","Greater than $300,000","$201-$400","$150,001 to $299,999","40%-60%",20
2024,"Fall",24569864,3.45,80,"BS",10027,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Art",4,"1st year undergraduate","Asian","Yes","No","Yes","Single","$100,000 to $150,000","Currently Unemployed","$60,000 to $99,999","60%-80%",21
2024,"Fall",24570918,2.716,18,"BA",11368,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","20%-40%",20
2024,"Fall",24570974,3.966,52,"BS",11428,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Architecture",3.75,"1st year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","20%-40%",22
2024,"Fall",24572491,1.925,16,"BA",11102,2006,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Psychology",3.2,"1st year undergraduate","Multiracial","No","No","No","Single","$100,000 to $150,000","$401-$600","Greater than $300,000","60%-80%",20
2024,"Fall",24576289,3.55,114,"BS",10710,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biomedical Sciences",0,"1st year undergraduate","Multiracial","No","No","No","Single","Greater than $300,000","$200 or less","$100,000 to $150,000","60%-80%",20
2024,"Fall",24577040,3.283,18,"BS",11520,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3.7,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$100,000 to $150,000","Currently Unemployed","$100,000 to $150,000","20%-40%",20
2024,"Fall",24578700,4,63,"BS",10128,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Chemistry",4,"1st year undergraduate","White or Caucasian","Yes","No","Yes","Dating/In A Relationship","$100,000 to $150,000","Currently Unemployed","$60,000 to $99,999","60%-80%",25
2024,"Fall",24582166,3.572,66,"BE",11379,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Mechanical Engineering",3.7,"1st year undergraduate","Middle Eastern or North African","Yes","No","No","Single","$100,000 to $150,000","$200 or less","$150,001 to $299,999","60%-80%",20
2024,"Fall",24585479,3.451,46,"BE",10465,2005,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Mechanical Engineering",3.8,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$150,001 to $299,999","40%-60%",21
2024,"Fall",24586060,4,96,"BA",10031,1998,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Post Baccalaureate Pre-Health (Non Degree)",3.8,"Non-degree seeking","White or Caucasian","No","Yes","No","Dating/In A Relationship",NA,"$401-$600","$100,000 to $150,000","60%-80%",28
2024,"Fall",24586170,1.716,24,"BA",10029,2006,"Male","Male","Uncertain/Questioning","Full-time (12 credits or more)","Undeclared: Earth Science",3.9,"1st year undergraduate","Black or African American","No","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",20
2024,"Fall",24589933,2.975,45,"BA",11706,2006,"Male","Male","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Political Science",3,"1st year undergraduate","White or Caucasian","Yes","No","No","Domestic partnership","$100,000 to $150,000","$200 or less","$60,000 to $99,999","20%-40%",20
2024,"Fall",24590664,2.888,45,"BA",10467,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Architecture",3,"1st year undergraduate","Black or African American","No","No","No","Single","$60,000 to $99,999","$200 or less","$150,001 to $299,999","60%-80%",20
2024,"Fall",24591274,3.364,89,"BS",10027,2006,"Male","Male","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Chemistry",4,"1st year undergraduate","White or Caucasian","No","No","No","Single",NA,"$200 or less","$150,001 to $299,999","80%-100%",20
2024,"Fall",24592340,3.711,57,"BS",10472,2006,"Female","Female","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Biochemistry",0,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",20
2024,"Fall",24592462,3.625,58,"BE",11377,2006,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Undeclared: Computer Science",3,"1st year undergraduate","Asian","No","No","No","Single",NA,"$200 or less","Less than 60,000","60%-80%",20
2024,"Fall",24594837,3.492,71,"BS",10027,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biology",3.7,"1st year undergraduate","White or Caucasian","Yes","Yes","Yes","Single",NA,"$200 or less","$100,000 to $150,000","60%-80%",20
2024,"Fall",24595349,2.12,33,"BA",11368,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Engineering",0,"1st year undergraduate","Hispanic, Latino or Spanish Origin","No","Yes","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","20%-40%",20
2024,"Fall",24595566,2.758,35,"BE",11230,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Electrical Engineering",3.8,"1st year undergraduate","White or Caucasian","Yes","No","No","Single","$100,000 to $150,000","$200 or less","$150,001 to $299,999","20%-40%",20
2024,"Fall",24599794,3.042,55,"BS",10040,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biochemistry",0,"1st year undergraduate","Middle Eastern or North African","Yes","Yes","No","Single",NA,"Currently Unemployed","Greater than $300,000","60%-80%",24
2024,"Fall",24602017,2.444,41,"BE",11236,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Biomedical Engineering",3.4,"1st year undergraduate","Black or African American","No","No","No","Domestic partnership",NA,"$200 or less","Greater than $300,000","0%-20%",20
2024,"Fall",24603173,3.675,12,"BA",10128,2006,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Internacional Studies",4,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$150,001 to $299,999","20%-40%",20
2024,"Fall",24604218,2.7,48,"BA",10025,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Ingenuity",3,"1st year undergraduate","Black or African American","No","No","No","Single","$100,000 to $150,000","$601-$800","$150,001 to $299,999","60%-80%",20
2024,"Fall",24605226,3.958,76,"BS",11967,2006,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3.7,"1st year undergraduate","White or Caucasian","Yes","No","No","Single",NA,"$601-$800","Greater than $300,000","40%-60%",20
2024,"Fall",24616159,3.376,65,"BS",11216,2005,"Male","Male","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Computer Science",4,"1st year undergraduate","Black or African American","Yes","Yes","No","Single","$100,000 to $150,000","$200 or less","Less than 60,000","40%-60%",21
2024,"Fall",24619857,3.533,70,"BA",10027,2005,"Male","Male","Bisexual","Full-time (12 credits or more)","Declared: Archaeology",2,"1st year undergraduate","Some other race, ethnicity or origin","No","Yes","No","Dating/In A Relationship",NA,"Currently Unemployed","$60,000 to $99,999","40%-60%",21
2024,"Fall",24620851,3.454,57,"BA",11418,2007,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Communications",3,"1st year undergraduate","Asian","Yes","No","Yes","Single",NA,"Currently Unemployed","$100,000 to $150,000","60%-80%",19
2024,"Fall",24625313,3.381,101,"BA",10021,1980,"Male","Male","Homosexual (as in ""lesbian"" or ""gay"")","Part-time (Fewer than 12 credits)","Undeclared: Pre Health Program",3.8,"Non-degree seeking","Multiracial","No","No","No","Married",NA,"$200 or less","$150,001 to $299,999","40%-60%",46
2024,"Spring",13010232,3.5,24,"MPA",10463,1989,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Masters In Public Administration",3.1,"Graduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$1201-$2000","Greater than $300,000","40%-60%",37
2024,"Spring",14095746,2.879,98,"BS",10467,1988,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Undeclared: Education",3.6,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$601-$800","$150,001 to $299,999","60%-80%",38
2024,"Spring",14096885,3.842,30,"MPA",11224,1994,"Female","Female","Bisexual","Part-time (Fewer than 12 credits)","Declared: Masters In Public Service",3.8,"Graduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$1001-$1200","$100,000 to $150,000","40%-60%",32
2024,"Spring",15209800,3.95,156,"BA",10030,1996,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",3.8,"Non-degree seeking","Black or African American","No","Yes","No","Domestic partnership","$60,000 to $99,999","$601-$800","$100,000 to $150,000","0%-20%",30
2024,"Spring",15267133,3.575,30,"MPA",10451,1993,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Public Administration",3.8,"Graduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$100,000 to $150,000","$801-$1000","$150,001 to $299,999","60%-80%",33
2024,"Spring",15304902,3.868,124,"BA",10454,1979,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"4th year undergraduate","Multiracial","Yes","Yes","Yes","Widow","$60,000 to $99,999","$1001-$1200","$100,000 to $150,000","40%-60%",47
2024,"Spring",16046772,2.523,120,"BS",11379,1993,"Male","Male","Heterosexual (as in ""straight"")","Not a College student","Declared: Psychology",2.6,"Graduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Married","$60,000 to $99,999","Currently Unemployed","$100,000 to $150,000","60%-80%",33
2024,"Spring",16048143,3.792,125,"BA/MA",10002,1985,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.97,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$601-$800","$100,000 to $150,000","60%-80%",41
2024,"Spring",16119360,2.974,123,"BA",10466,1984,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Economics",2.76,"6th year undergraduate","Black or African American","Yes","No","No","Married","$150,001 to $299,999","$1001-$1200","Greater than $300,000","40%-60%",42
2024,"Spring",23051044,3.292,139,"BA",11435,1991,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Interdisciplinary Studies",3.1,"Non-degree seeking","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$601-$800","$150,001 to $299,999","60%-80%",35
2024,"Spring",23058599,3.577,30,"MA",10031,1994,"Male","Male","Heterosexual (as in ""straight"")","Not a College student","Declared: Psychology",3.5,"Graduate","White or Caucasian","Yes","No","No","Domestic partnership","$60,000 to $99,999","$1001-$1200","$100,000 to $150,000","80%-100%",32
2024,"Spring",23141159,2.191,129,"BS",10462,1994,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",2,"4th year undergraduate","Asian","Yes","Yes","No","Single",NA,"$801-$1000","$60,000 to $99,999","40%-60%",32
2024,"Spring",23164108,2.34,127,"BA",7307,1996,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",2.2,"5th year undergraduate","Black or African American","No","No","No","Single",NA,"$401-$600","$100,000 to $150,000","0%-20%",30
2024,"Spring",23199507,3.457,30,"MPA",10034,1995,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Public Administration",2.9,"Graduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$1001-$1200","$150,001 to $299,999","0%-20%",31
2024,"Spring",23239329,3.085,120,"BA",10455,1998,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Separated",NA,"$200 or less","$150,001 to $299,999","40%-60%",28
2024,"Spring",23259244,3.188,159,"BA/MA",10457,1991,"Female","Female","Queer","Full-time (12 credits or more)","Declared: Casac In Psychology Combined Ba/Ma",3,"Graduate","Some other race, ethnicity or origin","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","40%-60%",35
2024,"Spring",23407957,2.639,122,"BA",11102,1997,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Business Management",2.5,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",29
2024,"Spring",23501452,2.59,148,"BS",10033,2001,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.34,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Married",NA,"$200 or less","Less than 60,000","40%-60%",25
2024,"Spring",23519810,3.61,130,"BA/MA",10463,1997,"Male","Male","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"4th year undergraduate","Multiracial","Yes","No","Yes","Single",NA,"$801-$1000","$60,000 to $99,999","40%-60%",29
2024,"Spring",23542338,2.981,120,"BA",10472,1998,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.9,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single","$60,000 to $99,999","$401-$600","$100,000 to $150,000","40%-60%",28
2024,"Spring",23589849,3.031,120,"BA",10039,1992,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",0,"4th year undergraduate","Black or African American","No","Yes","No","Single",NA,"$1001-$1200","$60,000 to $99,999","60%-80%",34
2024,"Spring",23601928,2.344,121,"BA",10466,1999,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.5,"6th year undergraduate","Black or African American","Yes","No","Yes","Single",NA,"$201-$400","$150,001 to $299,999","0%-20%",27
2024,"Spring",23638291,3.152,111,"BA",10474,2000,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Political Science",2,"2nd year undergraduate","Black or African American","No","No","No","Single","$60,000 to $99,999","$201-$400","Greater than $300,000","0%-20%",26
2024,"Spring",23644150,3.203,186,"BS",11385,1999,"Female","Female","Asexual","Part-time (Fewer than 12 credits)","Declared: Post Bacc Biology Major",3.44,"6th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Separated",NA,"$200 or less","$60,000 to $99,999","40%-60%",27
2024,"Spring",23659691,3.24,120,"BA",10454,1999,"Male","Male","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",2.571,"3rd year undergraduate","Black or African American","No","No","No","Single","$60,000 to $99,999","$200 or less","Greater than $300,000","20%-40%",27
2024,"Spring",23659703,2.847,123,"BS",11417,1999,"Male","Male","Heterosexual (as in ""straight"")","Not a College student","Declared: Psychology",2.86,"Graduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$1201-$2000","$100,000 to $150,000","40%-60%",27
2024,"Spring",23720336,3.229,136,"BS",11207,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3,"5th year undergraduate","Asian","No","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",25
2024,"Spring",23727433,3.572,24,"MPA",11101,2000,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Masters In Public Administration",3.2,"Graduate","Asian","Yes","No","No","Single",NA,"$601-$800","Less than 60,000","20%-40%",26
2024,"Spring",23740788,2.96,159.5,"BS",11355,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Behavioral Science & Health And Medicine (Cunyba)",3.1,"4th year undergraduate","Asian","Yes","No","No","Single","$100,000 to $150,000","$200 or less","$150,001 to $299,999","40%-60%",25
2024,"Spring",23742524,3.533,12,"CUNY Permit",11369,2000,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Biology",3.3,"5th year undergraduate","Asian","Yes","Yes","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",26
2024,"Spring",23749620,2.459,125,"BA",11779,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.4,"4th year undergraduate","Asian","Yes","No","No","Single",NA,"Currently Unemployed","Less than 60,000","0%-20%",25
2024,"Spring",23789014,3.112,119,"BA",10461,2000,"Male","Male","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",2.5,"5th year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single","$60,000 to $99,999","$201-$400","Greater than $300,000","40%-60%",26
2024,"Spring",23812213,3.918,120,"BA",10031,2000,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",4,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$201-$400","$100,000 to $150,000","20%-40%",26
2024,"Spring",23835284,3.835,117,"BA",10032,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Studio Art",3.8,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","40%-60%",25
2024,"Spring",23838765,3.834,122,"BS",10314,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.25,"3rd year undergraduate","Asian","Yes","Yes","Yes","Single",NA,"Currently Unemployed","$60,000 to $99,999","20%-40%",24
2024,"Spring",23844633,3.828,130,"BA",10033,2001,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",3.8,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","20%-40%",25
2024,"Spring",23845445,3.789,131,"BA/MA",10031,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Ba/Ma Psychology",3.81,"4th year undergraduate","Multiracial","Yes","No","No","Single",NA,"$401-$600","$60,000 to $99,999","40%-60%",24
2024,"Spring",23860181,3.188,120,"BA",10027,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Domestic partnership",NA,"$200 or less","$60,000 to $99,999","20%-40%",24
2024,"Spring",23862456,3.408,124,"BA",10453,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Art",3.5,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","Less than 60,000","20%-40%",24
2024,"Spring",23872268,3.576,123,"BA/MA",11207,2001,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",4,"2nd year undergraduate","Black or African American","No","Yes","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",25
2024,"Spring",23875531,3.657,130,"BA/MA",11377,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Ba/Ma Psychology Casac Track",3.5,"4th year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",25
2024,"Spring",23901652,3.11,145,"BA/MA",11214,2001,"Male","Male","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Psychology",3.2,"5th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",25
2024,"Spring",23906511,3.401,120,"BS",10032,1999,"Female","Female","Heterosexual (as in ""straight"")","Not a College student","Declared: Psychology",3.2,"1st year undergraduate","Multiracial","No","Yes","Yes","Single",NA,"$201-$400","$150,001 to $299,999","40%-60%",27
2024,"Spring",23911077,3.434,128,"BA",10034,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Advertisment And Public Relations",3,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$200 or less","Less than 60,000","20%-40%",25
2024,"Spring",23917200,3.264,120,"BS",11207,2001,"Male","Male","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"5th year undergraduate","Black or African American","No","No","No","Single",NA,"$1001-$1200","Greater than $300,000","40%-60%",25
2024,"Spring",23918172,3.563,138,"BA/MA",10002,2001,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",3.4,"5th year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",25
2024,"Spring",23918902,3.81,30,"MS",10128,2001,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Translational Medicine",3.7,"Graduate","Middle Eastern or North African","Yes","No","No","Single","$100,000 to $150,000","Currently Unemployed","Greater than $300,000","60%-80%",25
2024,"Spring",23920333,3.568,120,"BA",10039,2001,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Anthropology",3.5,"5th year undergraduate","Black or African American","No","No","No","Single","$60,000 to $99,999","$201-$400","$60,000 to $99,999","20%-40%",25
2024,"Spring",23923644,2.539,33,"BA",10461,2001,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Business Management",0.5,"1st year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$100,000 to $150,000","40%-60%",25
2024,"Spring",23923788,3.679,120,"BA",10468,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.6,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",23930826,2.107,115,"BA",10468,2000,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.5,"3rd year undergraduate","Black or African American","No","Yes","No","Single",NA,"Currently Unemployed","Less than 60,000","20%-40%",26
2024,"Spring",23936292,3.344,127,"BS",11219,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.4,"4th year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","60%-80%",24
2024,"Spring",23943536,3.113,120,"BA",10025,2001,"Female","Female","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Psychology",2.8,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","Less than 60,000","20%-40%",25
